index,movieId,title,genre
268,270,Love Affair (1994),Drama|Romance
269,271,Losing Isaiah (1995),Drama
270,272,"Madness of King George, The (1994)",Drama
271,273,Mary Shelley's Frankenstein (1994),Drama|Horror
272,274,Man of the House (1995),Comedy
273,275,Mixed Nuts (1994),Comedy
274,276,Milk Money (1994),Comedy|Romance
275,277,Miracle on 34th Street (1994),Drama
276,278,Miami Rhapsody (1995),Comedy
277,279,My Family (1995),Drama
278,280,Murder in the First (1995),Drama|Thriller
279,281,Nobody's Fool (1994),Drama
280,282,Nell (1994),Drama
281,283,New Jersey Drive (1995),Crime|Drama
282,284,New York Cop (1996),Action|Crime
283,285,Beyond Bedlam (1993),Drama|Horror
284,286,Nemesis 2,
285,287,Nina Takes a Lover (1994),Comedy|Romance
286,288,Natural Born Killers (1994),Action|Thriller
287,289,Only You (1994),Comedy|Romance
288,290,Once Were Warriors (1994),Crime|Drama
289,291,Poison Ivy II (1995),Thriller
290,292,Outbreak (1995),Action|Drama|Thriller
291,293,"Professional, The (a.k.a. Leon",
292,294,"Perez Family, The (1995)",Comedy|Romance
293,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
294,296,Pulp Fiction (1994),Crime|Drama
295,297,Panther (1995),Drama
296,298,Pushing Hands (1992),Comedy
297,299,Priest (1994),Drama
298,300,Quiz Show (1994),Drama
299,301,Picture Bride (1995),Drama|Romance
300,302,Queen Margot (La Reine Margot) (1994),Drama|Romance
301,303,"Quick and the Dead, The (1995)",Action|Adventure|Western
302,304,Roommates (1995),Comedy|Drama
303,305,Ready to Wear (Pret-A-Porter) (1994),Comedy
304,306,Three Colors,
305,307,Three Colors,
306,308,Three Colors,
307,309,"Red Firecracker, Green Firecracker (1994)",Drama
308,310,Rent-a-Kid (1995),Comedy
309,311,Relative Fear (1994),Horror|Thriller
310,312,Stuart Saves His Family (1995),Comedy
311,313,"Swan Princess, The (1994)",Animation|Children's
312,314,"Secret of Roan Inish, The (1994)",Drama
313,315,"Specialist, The (1994)",Action
314,316,Stargate (1994),Action|Adventure|Sci-Fi
315,317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy
316,318,"Shawshank Redemption, The (1994)",Drama
317,319,Shallow Grave (1994),Thriller
318,320,Suture (1993),Film-Noir|Thriller
319,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
320,322,Swimming with Sharks (1995),Comedy|Drama
321,324,"Sum of Us, The (1994)",Comedy
322,325,National Lampoon's Senior Trip (1995),Comedy
323,326,To Live (Huozhe) (1994),Drama
324,327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi
325,328,Tales From the Crypt Presents,
326,329,Star Trek,
327,330,Tales from the Hood (1995),Comedy|Horror
328,331,Tom & Viv (1994),Drama
329,332,Village of the Damned (1995),Horror|Sci-Fi
330,333,Tommy Boy (1995),Comedy
331,334,Vanya on 42nd Street (1994),Drama
332,335,"Underneath, The (1995)",Mystery|Thriller
333,336,"Walking Dead, The (1995)",Drama|War
334,337,What's Eating Gilbert Grape (1993),Drama
335,338,Virtuosity (1995),Sci-Fi|Thriller
336,339,While You Were Sleeping (1995),Comedy|Romance
337,340,"War, The (1994)",Adventure|Drama
338,341,Double Happiness (1994),Drama
339,342,Muriel's Wedding (1994),Comedy|Romance
340,343,"Baby-Sitters Club, The (1995)",Children's
341,344,Ace Ventura,
342,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
343,346,Backbeat (1993),Drama|Musical
344,347,Bitter Moon (1992),Drama
345,348,Bullets Over Broadway (1994),Comedy
346,349,Clear and Present Danger (1994),Action|Adventure|Thriller
347,350,"Client, The (1994)",Drama|Mystery|Thriller
348,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
349,352,Crooklyn (1994),Comedy
350,353,"Crow, The (1994)",Action|Romance|Thriller
351,354,Cobb (1994),Drama
352,355,"Flintstones, The (1994)",Children's|Comedy
353,356,Forrest Gump (1994),Comedy|Romance|War
354,357,Four Weddings and a Funeral (1994),Comedy|Romance
355,358,Higher Learning (1995),Drama
356,359,I Like It Like That (1994),Comedy|Drama|Romance
357,360,I Love Trouble (1994),Action|Comedy
358,361,It Could Happen to You (1994),Drama|Romance
359,362,"Jungle Book, The (1994)",Adventure|Children's|Romance
360,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary
361,364,"Lion King, The (1994)",Animation|Children's|Musical
362,365,Little Buddha (1993),Drama
363,366,Wes Craven's New Nightmare (1994),Horror
364,367,"Mask, The (1994)",Comedy|Crime|Fantasy
365,368,Maverick (1994),Action|Comedy|Western
366,369,Mrs. Parker and the Vicious Circle (1994),Drama
367,370,Naked Gun 33 1/3,
368,371,"Paper, The (1994)",Comedy|Drama
369,372,Reality Bites (1994),Comedy|Drama
370,373,Red Rock West (1992),Thriller
371,374,Richie Rich (1994),Children's|Comedy
372,375,Safe Passage (1994),Drama
373,376,"River Wild, The (1994)",Action|Thriller
374,377,Speed (1994),Action|Romance|Thriller
375,378,Speechless (1994),Comedy|Romance
376,379,Timecop (1994),Action|Sci-Fi
377,380,True Lies (1994),Action|Adventure|Comedy|Romance
378,381,When a Man Loves a Woman (1994),Drama
379,382,Wolf (1994),Drama|Horror
380,383,Wyatt Earp (1994),Western
381,384,Bad Company (1995),Action
382,385,"Man of No Importance, A (1994)",Drama
383,386,S.F.W. (1994),Drama
384,387,"Low Down Dirty Shame, A (1994)",Action|Comedy
385,388,Boys Life (1995),Drama
386,389,"Colonel Chabert, Le (1994)",Drama|Romance|War
387,390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama
388,391,Jason's Lyric (1994),Crime|Drama
389,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's
390,393,Street Fighter (1994),Action
391,394,Coldblooded (1995),Action
392,395,Desert Winds (1995),Drama
393,396,Fall Time (1995),Drama
394,397,"Fear, The (1995)",Horror
395,398,Frank and Ollie (1995),Documentary
396,399,Girl in the Cadillac (1995),Drama
397,400,Homage (1995),Drama
398,401,Mirage (1995),Action|Thriller
399,402,Open Season (1996),Comedy
400,403,Two Crimes (1995),Comedy|Crime|Drama
401,404,Brother Minister,
402,405,Highlander III,
403,406,Federal Hill (1994),Drama
404,407,In the Mouth of Madness (1995),Horror|Thriller
405,408,8 Seconds (1994),Drama
406,409,Above the Rim (1994),Drama
407,410,Addams Family Values (1993),Comedy
408,411,You So Crazy (1994),Comedy
409,412,"Age of Innocence, The (1993)",Drama
410,413,Airheads (1994),Comedy
411,414,"Air Up There, The (1994)",Comedy
412,415,Another Stakeout (1993),Comedy|Thriller
413,416,Bad Girls (1994),Western
414,417,Barcelona (1994),Comedy|Romance
415,418,Being Human (1993),Drama
416,419,"Beverly Hillbillies, The (1993)",Comedy
417,420,Beverly Hills Cop III (1994),Action|Comedy
418,421,Black Beauty (1994),Adventure|Children's
419,422,Blink (1994),Thriller
420,423,Blown Away (1994),Action|Thriller
421,424,Blue Chips (1994),Drama
422,425,Blue Sky (1994),Drama|Romance
423,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller
424,427,Boxing Helena (1993),Mystery|Romance|Thriller
425,428,"Bronx Tale, A (1993)",Drama
426,429,Cabin Boy (1994),Comedy
427,430,Calendar Girl (1993),Drama
428,431,Carlito's Way (1993),Crime|Drama
429,432,City Slickers II,
430,433,Clean Slate (1994),Comedy
431,434,Cliffhanger (1993),Action|Adventure|Crime
432,435,Coneheads (1993),Comedy|Sci-Fi
433,436,Color of Night (1994),Drama|Thriller
434,437,Cops and Robbersons (1994),Comedy
435,438,"Cowboy Way, The (1994)",Action|Comedy
436,439,Dangerous Game (1993),Drama
437,440,Dave (1993),Comedy|Romance
438,441,Dazed and Confused (1993),Comedy
439,442,Demolition Man (1993),Action|Sci-Fi
440,443,"Endless Summer 2, The (1994)",Documentary
441,444,Even Cowgirls Get the Blues (1993),Comedy|Romance
442,445,Fatal Instinct (1993),Comedy
443,446,Farewell My Concubine (1993),Drama|Romance
444,447,"Favor, The (1994)",Comedy|Romance
445,448,Fearless (1993),Drama
446,449,Fear of a Black Hat (1993),Comedy
447,450,With Honors (1994),Comedy|Drama
448,451,Flesh and Bone (1993),Drama|Mystery|Romance
449,452,Widows' Peak (1994),Drama
450,453,For Love or Money (1993),Comedy
451,454,"Firm, The (1993)",Drama|Thriller
452,455,Free Willy (1993),Adventure|Children's|Drama
453,456,Fresh (1994),Drama
454,457,"Fugitive, The (1993)",Action|Thriller
455,458,Geronimo,
456,459,"Getaway, The (1994)",Action
457,460,Getting Even with Dad (1994),Comedy
458,461,Go Fish (1994),Drama|Romance
459,462,"Good Man in Africa, A (1994)",Action|Adventure
460,463,Guilty as Sin (1993),Crime|Drama|Thriller
461,464,Hard Target (1993),Action|Adventure|Crime|Thriller
462,465,Heaven & Earth (1993),Action|Drama|War
463,466,Hot Shots! Part Deux (1993),Action|Comedy|War
464,467,Live Nude Girls (1995),Comedy
465,468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance
466,469,"House of the Spirits, The (1993)",Drama|Romance
467,470,House Party 3 (1994),Comedy
468,471,"Hudsucker Proxy, The (1994)",Comedy|Romance
469,472,I'll Do Anything (1994),Comedy|Drama
470,473,In the Army Now (1994),Comedy|War
471,474,In the Line of Fire (1993),Action|Thriller
472,475,In the Name of the Father (1993),Drama
473,476,"Inkwell, The (1994)",Comedy|Drama
474,477,What's Love Got to Do with It? (1993),Drama
475,478,Jimmy Hollywood (1994),Comedy
476,479,Judgment Night (1993),Action
477,480,Jurassic Park (1993),Action|Adventure|Sci-Fi
478,481,Kalifornia (1993),Drama|Thriller
479,482,Killing Zoe (1994),Thriller
480,483,King of the Hill (1993),Drama
481,484,Lassie (1994),Adventure|Children's
482,485,Last Action Hero (1993),Action|Comedy
483,486,Life with Mikey (1993),Comedy
484,487,Lightning Jack (1994),Comedy|Western
485,488,M. Butterfly (1993),Drama
486,489,Made in America (1993),Comedy
487,490,Malice (1993),Thriller
488,491,"Man Without a Face, The (1993)",Drama
489,492,Manhattan Murder Mystery (1993),Comedy|Mystery
490,493,Menace II Society (1993),Action|Crime|Drama
491,494,Executive Decision (1996),Action|Thriller
492,495,In the Realm of the Senses (Ai no corrida) (1976),Drama
493,496,What Happened Was... (1994),Comedy|Drama|Romance
494,497,Much Ado About Nothing (1993),Comedy|Romance
495,498,Mr. Jones (1993),Drama|Romance
496,499,Mr. Wonderful (1993),Comedy|Romance
497,500,Mrs. Doubtfire (1993),Comedy
498,501,Naked (1993),Drama
499,502,"Next Karate Kid, The (1994)",Action|Children's
500,503,"New Age, The (1994)",Drama
501,504,No Escape (1994),Action|Sci-Fi
502,505,North (1994),Comedy
503,506,Orlando (1993),Drama
504,507,"Perfect World, A (1993)",Action|Drama
505,508,Philadelphia (1993),Drama
506,509,"Piano, The (1993)",Drama|Romance
507,510,Poetic Justice (1993),Drama
508,511,"Program, The (1993)",Action|Drama
509,512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi
510,513,Radioland Murders (1994),Comedy|Mystery|Romance
511,514,"Ref, The (1994)",Comedy
512,515,"Remains of the Day, The (1993)",Drama
513,516,Renaissance Man (1994),Comedy|Drama|War
514,517,Rising Sun (1993),Action|Drama|Mystery
515,518,"Road to Wellville, The (1994)",Comedy
516,519,Robocop 3 (1993),Sci-Fi|Thriller
517,520,Robin Hood,
518,521,Romeo Is Bleeding (1993),Crime|Thriller
519,522,Romper Stomper (1992),Action|Drama
520,523,Ruby in Paradise (1993),Drama
521,524,Rudy (1993),Drama
522,525,"Saint of Fort Washington, The (1993)",Drama
523,526,"Savage Nights (Nuits fauves, Les) (1992)",Drama
524,527,Schindler's List (1993),Drama|War
525,528,"Scout, The (1994)",Drama
526,529,Searching for Bobby Fischer (1993),Drama
527,530,Second Best (1994),Drama
528,531,"Secret Garden, The (1993)",Children's|Drama
529,532,Serial Mom (1994),Comedy|Crime|Horror
530,533,"Shadow, The (1994)",Action
531,534,Shadowlands (1993),Drama|Romance
532,535,Short Cuts (1993),Drama
533,536,"Simple Twist of Fate, A (1994)",Drama
534,537,Sirens (1994),Comedy|Drama
535,538,Six Degrees of Separation (1993),Drama
536,539,Sleepless in Seattle (1993),Comedy|Romance
537,540,Sliver (1993),Thriller
538,541,Blade Runner (1982),Film-Noir|Sci-Fi
539,542,Son in Law (1993),Comedy
540,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
541,544,Striking Distance (1993),Action
542,545,Harlem (1993),Drama
543,546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi
544,547,Surviving the Game (1994),Action|Adventure|Thriller
545,548,Terminal Velocity (1994),Action
546,549,Thirty-Two Short Films About Glenn Gould (1993),Documentary
547,550,Threesome (1994),Comedy|Romance
548,551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
549,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy
550,553,Tombstone (1993),Western
551,554,Trial by Jury (1994),Thriller
552,555,True Romance (1993),Action|Crime|Romance
553,556,"War Room, The (1993)",Documentary
554,557,Mamma Roma (1962),Drama
555,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy
556,559,"Paris, France (1993)",Comedy
557,560,"Beans of Egypt, Maine, The (1994)",Drama
558,561,Killer (Bulletproof Heart) (1994),Thriller
559,562,Welcome to the Dollhouse (1995),Comedy|Drama
560,563,Germinal (1993),Drama
561,564,Chasers (1994),Comedy
562,565,Cronos (1992),Horror
563,566,Naked in New York (1994),Comedy|Romance
564,567,Kika (1993),Drama
565,568,Bhaji on the Beach (1993),Comedy|Drama
566,569,Little Big League (1994),Children's|Comedy
567,570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama
568,571,"Wedding Gift, The (1994)",Drama
569,572,Foreign Student (1994),Drama
570,573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama
571,574,Spanking the Monkey (1994),Comedy|Drama
572,575,"Little Rascals, The (1994)",Children's|Comedy
573,576,Fausto (1993),Comedy
574,577,Andre (1994),Adventure|Children's
575,578,"Hour of the Pig, The (1993)",Drama|Mystery
576,579,"Scorta, La (1993)",Thriller
577,580,Princess Caraboo (1994),Drama
578,581,"Celluloid Closet, The (1995)",Documentary
579,582,Metisse (Café au Lait) (1993),Comedy
580,583,Dear Diary (Caro Diario) (1994),Comedy|Drama
581,584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama
582,585,"Brady Bunch Movie, The (1995)",Comedy
583,586,Home Alone (1990),Children's|Comedy
584,587,Ghost (1990),Comedy|Romance|Thriller
585,588,Aladdin (1992),Animation|Children's|Comedy|Musical
586,589,Terminator 2,
587,590,Dances with Wolves (1990),Adventure|Drama|Western
588,591,Tough and Deadly (1995),Action|Drama|Thriller
589,592,Batman (1989),Action|Adventure|Crime|Drama
590,593,"Silence of the Lambs, The (1991)",Drama|Thriller
591,594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical
592,595,Beauty and the Beast (1991),Animation|Children's|Musical
593,596,Pinocchio (1940),Animation|Children's
594,597,Pretty Woman (1990),Comedy|Romance
595,598,Window to Paris (1994),Comedy
596,599,"Wild Bunch, The (1969)",Western
597,600,Love and a .45 (1994),Thriller
598,601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama
599,602,"Great Day in Harlem, A (1994)",Documentary
600,603,"Bye Bye, Love (1995)",Comedy
601,604,Criminals (1996),Documentary
